id,source,rating,theme,purchase_intent,barrier,user_need,behavior,sentiment,evidence
90ca6b8c-f798-45e0-8049-e79940968fcd,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,I have been using this since many years and it's one of the best app for online shopping. They have very quality products.
dbcc338d-ee37-4989-b512-72d3e688b3ed,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,good quality products
eac39b5a-3976-4226-9c29-160b471e64eb,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,quality is too good
86f79b7f-cc0a-4fb0-9778-7c2c18996256,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,v good quality and packing the product is in good way
f749bb32-0985-4415-b767-cad8cca33e4c,play_store,1,Other,Unknown,None,None,Unknown,Negative,how come these apps getting over rates... when they provide services with locking in customers with mynthra credit and mynthra cash. dark methods for luring in customers... don't fall for the trap .... just buy from a shop with real feel.... refunds are just a joke.... if you order it product is okay it is okay otherwise you won't get refund... instead they give you mynthra credit which you cannot use anywhere and it expires... yes your own money expires....
dcbad81b-2bdc-4b63-9036-030c224bd56d,play_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,It is an awesome experience and fully satisfied because the product quality is fantastic at reasonable price.
7f6ab7d4-38db-4195-9462-a7cdae162894,play_store,1,Other,Unknown,None,None,Unknown,Negative,return ka issue hai mene Cargo pent mangai colour alag aaya tha mene return kara reject kar diya or kah diya hmne check Kiya sahi colour gaya h
b4c91565-c04c-47db-a7d1-d6e5d5c7a204,play_store,1,Other,Unknown,None,None,Unknown,Negative,Not able to reach customer service and no refund is processed after the product is cancelled by myntra useless app.
a0ace509-b864-4ec4-988b-1ab8613440a2,play_store,1,Other,Unknown,None,None,Unknown,Negative,"Fraud App/Web they Remove Negative Rating and Customer Reviews Feedbacks, help indirectly fraud Sellers.."
3731a5fd-2793-4575-af24-012ff1b1f2b0,play_store,5,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Unknown,Positive,"Myntra continues to be my go-to fashion app for a reason. The collection across Indian and international brands is unmatched, and the UI makes browsing effortless. ​What stands out: Accurate size recommendations, reliable image representations of fabrics, and frequent seasonal sales that offer genuine value. ​Delivery & Returns: Delivery is fast, packaging is secure, and the doorstep return/exchange process is seamless with instant refunds."
bc735c67-67b8-4a61-85b8-8025e05547cc,play_store,1,Quality/Trust,Low,Quality doubts,Verified reviews with photos,Unknown,Negative,"I have already returned this product 3 times because of the poor quality, but even after 3 returns, I am still receiving products with the same quality issue. I honestly never expected this kind of experience from Myntra. I also have a concern regarding the refund/payment method. If Cash on Delivery is not possible for refunds, then at least please provide payment options such as Fampay, which is convenient for teenagers and young customers who use the app. Customers should have a simple and c"
dc65dae9-be24-4b5f-b066-70acaa5ca1b4,play_store,4,Price/Timing,Unknown,Price too high,Price drop alerts or cheaper alternatives,Unknown,Positive,"Thank you, Myntra! Your products are truly premium and the quality is excellent. I really loved them. My only feedback is that they are a bit expensive. It would be great if you could provide more offers on premium collections. Overall, a great experience!"
20e6a251-6556-4f39-8f82-fecf0ecbc850,play_store,4,Core Wishlist/Save,Unknown,None,None,Unknown,Positive,"I've had a great shopping experience with Myntra. The app is easy to use, the collection is trendy, and there are plenty of options for every style and budget. The products I've received matched the description, delivery was quick, and the packaging was neat. Returns and exchanges are also hassle-free, which makes shopping stress-free. Overall, it's one of my favorite apps for fashion shopping. Highly recommended!"
fb906b73-23af-4c55-a99a-94526b7f9fba,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,nice app and goo quality products is hear
27e1851d-7861-44ed-adea-635ac62a6f8e,play_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,nice quality and it's in worth it price
9645a419-a7d7-465a-84c0-46f977063723,play_store,1,Styling/Occasion,Low,None,None,Purchased,Negative,"I never expected this from Myntra, a platform I’ve always trusted. My order shows as delivered, but I never received the parcel. Customer support claims that my delivery was confirmed over the phone. How could it possibly be confirmed when I never received any call or message from the logistics team? Please look into this immediately and either deliver my order or issue a full refund."
b7ab733f-4f9c-4ec0-aee1-2962824874ce,play_store,1,Other,Unknown,None,None,Purchased,Negative,The worst app I have ever seen the delivery service is the worst. The delivery was delayed like 5 times They always changed the date and when the delivery came I ordered shoes the box is totally crushed and the shoes are used and after the they asked review in app and I said about delivery services and primary package 📦 damaged they rejected my review and I give photos also but they not agree and the shoes 👟 also used and the customer care service also worst after this talk you using enjoy.
11f6502c-a066-4b2d-b66b-725fb402b9e9,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,bahut pyare design ki rakhi aur quality top notch
da6adbc9-c15d-4936-b57b-3f4146788661,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,best app and quality pf the products are good
9f0d31ec-6e46-49cf-8ac0-a6a22db11d47,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,good quality products recd
739184fd-0053-49a8-b6aa-847a95bc2f51,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,this app is soo good specially for clothings the quality is soo good please go for it...
05d237db-6335-4f4b-8e8a-477a829c2b88,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,The quality is good and nice at the lostest rate even for the kids section is also soo good.
201b6017-922e-4e1f-b2eb-f6f1d18c600f,play_store,2,Price/Timing,Unknown,Waiting for discount,Sale notifications,Purchased,Negative,"It was my go to app for ordering clothes before but recently I've been noticing its steady downfall. 1. Half the time the products do not match the images displayed, & more than 3 times now I've received products entirely different than what I ordered. 2. Local, cheap quality products are being sold under the name of big brands & I've been a victim of this twice now. 3. The app has rejected 4 reviews of mine, all of which talked about the horrible quality of the products. Disappointed, HIGHLY."
3ddf5854-3365-4192-8ca8-16f5d62ff064,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"product from this app is very beautiful and quality pr fabric is also amazing, this app is easy to use and gives best services also all branded clothes are available there so it is easy to trust!"
3632bc4f-509d-4304-a7b9-f7446163c108,play_store,1,Other,Unknown,None,None,Browsing/bookmarking,Negative,"what is freaking wrong with this app? when listening to the songs and scrolling through the app, the audio stops in the background just to pop up a saree video??? like are you serious, i don't want my audio pauses when scrolling through the app. and also, I face issues with scrolling up and checking with the similar items sometimes. like I'll not be able to scroll up."
a3697342-7407-4c3a-a590-7e35df975be7,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,superb quality
a6ded28b-d4a1-4e8e-976d-40e7540f5dd2,play_store,1,Other,Unknown,None,None,Unknown,Negative,this is the worst shopping app I've ever experienced... my order was always cancelled without any prior information n even take days just to refund back the money... what's even worst is the customer services they are highly unprofessional
8efae5f9-469f-4014-b435-7311f558dbd2,play_store,4,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,best quality
07db8a7c-dbbf-4798-8d58-a47032fb9140,play_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,awesome product and nice fabric in low price
7dfb7a6d-b4a4-46b4-8e3f-224717091bcb,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,very good quality product on myntra
8c22eb97-5e39-4179-8094-8e78aea09f1f,play_store,4,Other,Unknown,None,None,Unknown,Positive,return exchange policy is so slow
236d7340-c853-4bd7-8255-0baa4369f0cb,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,good quality product
5860c770-1b45-479d-8ed7-190c61f698f6,play_store,1,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Negative,customer care service is too cheap to solve the problem of the users . These people could not resolve a return process which was on hold and probably even in 10 days.
d698214e-9a79-41fe-b355-fd5d0c284d41,play_store,1,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Negative,"This app is running a complete fraud. They show one item and deliver completely wrong, fake, and poor-quality products. When I posted an honest negative review exposing their terrible product quality, they blocked my account instead of resolving the issue! They are intentionally silencing customers to hide their scams. Complete cheating and unethical business! I am reporting them to the Consumer Forum and Cyber Crime cell. Google must ban this fraudulent app immediately!"
66de2f9f-1ef5-4893-aa30-5979c05739da,play_store,5,Price/Timing,Unknown,Price too high,Price drop alerts or cheaper alternatives,Unknown,Positive,"Fast, clean, and very helpful. It saves me a lot of time. products cost it's budget others apps to compeare"
4eca8e17-ded5-42e0-9884-64d62ef6a3ff,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,i love myntra the kinda quality product it provides u is insane..i love it
c09c37be-92f9-46c5-973c-63c4670258a4,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,My Experience With Myntra Is Very Nice On Time They Deliver Our Products And The Quality Is Also Super Quality & The Behaviour Of The Staff Is Also Very Polite Is Very Nice Aap I Just Love 💞 This Aap .
8bbef01f-2202-4b35-8379-0310e1c888d7,play_store,5,Social Validation,Unknown,None,None,Unknown,Positive,I love this app. and u deserve this experience and I would recommend u 😁 shop now and enjoy offers 😉.. so install myntra
fb422a83-e4eb-45a1-a819-9e8291b13c4e,play_store,5,Core Wishlist/Save,Unknown,None,None,Wishlist/save,Positive,I love this app but please bring back the category section in the wishlist
4dab39d9-e1da-4c0e-b4e7-d17f08b24bd3,play_store,4,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,nice quality
4ad3063d-6896-4132-a6dd-0afac93219d1,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,product quality bahut aachi h but delivery thodi slow h
91ee3fbe-5232-47ca-b09d-17c5365c3d73,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,genuine app with good quality products
a4a4ee5a-a98e-4337-aa4d-67baa0ff1d30,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Purchased,Positive,"Very nice products and delivered same quality and colour,I ordered a sharara and it was same as the model's dress fitting was also good"
ea43f10f-5059-4934-855f-5a5169a01755,play_store,5,Price/Timing,Unknown,Price too high,Price drop alerts or cheaper alternatives,Unknown,Positive,nice 👍🙂 but expensive 🫰🫰🫰🫰🫰😔😭
4471dc27-1fda-4d3d-9c9a-24c35b9bf160,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,best for beginners always provide best quality
60a1fdbb-6f0b-4717-bb3e-ce83d5dbe46d,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,product quality is really awesome 💯
b56ab2e7-0a5a-4c68-af34-3a4c18792502,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,best quality
716e0a71-706f-4352-9cf5-36758e872add,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,very good quality clothes
09ef43cf-9870-4567-8be0-f1083054e58b,play_store,1,Other,Unknown,None,None,Unknown,Negative,worst shopping app ever if you buy anything via Myntra cash and then if you return that they deduct the money for no reason like they'll take the whole payment amount and at the time of refund they deduct the money worst all fs
724e4a0e-120b-4d78-8568-f42e1ccfceb5,play_store,1,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Purchased,Negative,I have ordered a bedsheet from this app but the bedsheet size was too small so I returned it but I haven't get refund even after more than 15 days and still not received the refund. and now no one is receiving call
5e9afa2c-a497-414d-8977-b992a89dd067,play_store,1,Other,Unknown,None,None,Unknown,Negative,"old customer of myntra I order a product from them but after opening the products i didn't lyk that ,so I raise a return ,but there delivery agent told me that he will not take the return as it is not tagged,when I opened the product first it was in the same condition,on another day I called their customer care they again raise a return,then my product picked by their person but after picking their app shows ur return pickup failed .now I don't have the product and they denied to return money"
dc67a95a-7664-412c-b503-2a6c869db089,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,it is very different from other platforms as it gives as it is product what it shows in photo but other apps gives very bad quality product and shows a very nice dress. I really like this app
e074c52e-2658-4ee3-a363-e6e1bd73d125,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,delivery was on time amd the product quality was amazing
41449b9d-4905-4a87-8288-c8d04e855f40,play_store,5,Other,Unknown,None,None,Unknown,Positive,"One of the best designed apps in the clothing & apparel domain. The interface is intuitive and the filters are awesome, only with a lot of attention to details could achieve this. I wish similar features would be there in other e-commerce apps while shopping for clothes & Apparels. Aug-2026: There is a bug in the app in filters section. Often the apply button disappears so you can't apply the selection criteria. Pls fix this ASAP."
8e8af31c-07b3-453f-b59c-01741889d715,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,super platform I love Myntra. but sometimes the clothing quality is very bad. so plz... solve this point.
8ca99cf6-b983-4fe3-9e07-a9eda9f1d4a9,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,very nice app ☺️ this app impressed me with its quality products
0259c0a5-5880-48c4-868a-d135d91d6950,play_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,good app and reasonable price 👍👍
56f1cb45-92aa-4231-9989-7f4124d770da,play_store,5,Other,Unknown,None,None,Unknown,Positive,refund policy is very bad 😔😕
ef0846b9-412b-4658-a07f-2853d0d852f3,play_store,1,Other,Unknown,None,None,Purchased,Negative,totally fraud app they don't refund so please don't purchase anything from this app
ed945b4f-ab76-46e3-9091-048d4bed9bd4,play_store,5,Quality/Trust,Low,Quality doubts,Verified reviews with photos,Unknown,Positive,"Being Mynta buyer since it's inception is indeed good experience till date, in between few hicceps witnessed when the product quality was not upto mark or lag in returns, but overall platform never disappointed me in long run. Now increasing rating from 4 to 5 star again. Keep up the good work in future as well."
2cd72025-33ce-4688-b041-f1321ee8f414,play_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,Superb products with reasonable price
2853d952-a94b-4d60-bb32-2ac09797bd94,play_store,5,Other,Unknown,None,None,Unknown,Positive,very good service in terms of exchange or returns
b285f65a-152d-4b4e-ae14-f2113ca940f0,play_store,1,Other,Low,None,None,Unknown,Negative,never use mynthra app becouse refund iam fassing lots of problems worest
6cff8765-32f0-4d42-9dce-62d206ca95f5,play_store,1,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Unknown,Negative,"Just after realising ,i selected the wrong size,i cancelled the order within 5 minutes,still no refund for the platform fee. Isn't it exploitative? better to place COD order."
def1f6d1-7e3c-456d-a8e7-e2dc3d037f7d,play_store,1,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Unknown,Negative,The app with most wrong items and size issues
bacd8a5e-9b31-46ce-a5cc-19e6702bb5ab,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,everything has its own quality
474c6466-4c74-4c19-bd29-31cd58473836,play_store,1,Other,Unknown,None,None,Unknown,Negative,mene 2 hafte se return lgaya vo return on the hold hi dikh rha h mene calls bhi kiya to bhi uska koi jawab nhi mila mujhe
9afcabc4-23f3-4522-8e22-9bfb071f9827,play_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,"Myntra is my absolute go-to destination for all things fashion and lifestyle. The app offers an incredible variety of trendy brands, seamless navigation, and frequent discount sales. Delivery is consistently fast, and the hassle-free return policy makes shopping completely worry-free. Highly recommended for anyone looking to effortlessly upgrade their wardrobe!"
8cb7a1b6-34ec-442d-b96b-7e082dd3c6e4,play_store,1,Other,Low,None,None,Unknown,Negative,Aaj tak 22/07/2025 Tak mera problem solve nii kiya myntra na hi hme paisa return kiya loot liya hmse Worst Shoping app Very bad service myntra 22 jun 2024 to 30 Aug 2024 no Solve my problem always speak 24 hours Mera paisa ₹ loot liya myntra walle ne kabhi return nii kiya kabhi call kar pucha bhi nii ki aapka problem ka solution Hua ki nii And uninstall app everyone and my family all phone uninstall myntra app Give it (⭐one star ) aaj tak mera help nii kiya mantra walla
f4a7069e-39d4-4523-bf20-82fb287185f6,play_store,1,Other,Unknown,None,None,Unknown,Negative,refund policy bohot hi ghatiya hai 😡
108c6ffb-92e1-4b71-9022-abdae07e35f9,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"""I had an amazing shopping experience on Myntra! The collection of ethnic and western wear is unmatched, and I found the exact outfit I was looking for. The sizing guide is very accurate, the fabric quality exceeded my expectations, and the packaging was neat. Delivery was incredibly fast too. Highly recommended for genuine fashion lovers!"""
eb481e41-6039-4b65-ad57-c73b83c32db9,play_store,5,Styling/Occasion,Unknown,None,None,Unknown,Positive,best choice for fashion and style
0e39bc99-b324-4d55-8be5-31a7109b43f1,play_store,3,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Purchased,Neutral,"Over the last 1–2 years, I have noticed that receiving incorrect products has become increasingly frequent. It is not just a matter of a different colour or minor variation at times, I have received completely different products from what I actually ordered. On a few occasions, the quality of the products received has also been extremely disappointing. I request you to please look into the authenticity and credibility of the sellers"
61a04442-4e84-4d0d-aef5-075c09701d16,play_store,3,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Neutral,like the product quality
80453675-6233-45bc-972c-159210f21911,play_store,5,Other,Unknown,None,None,Unknown,Positive,Myntra is very good for online shopping.....I prefer shopping from Myntra...it's really very helpful and fast delivery ...I'm really happy with the myntra .....Myntra provides easily return exchange.....I really appreciate this app ...And I loveee itttt ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
74cc65dd-cb1c-472f-ac9b-6ed0c48c5a1b,play_store,1,Other,Unknown,None,None,Unknown,Negative,if I cancelled my order they do not refund not only one but 2 times they show that refund has already been credited but my account has not received any money
e06b66ce-d97a-4d3c-92b6-2eedb96dc204,play_store,1,Other,Unknown,None,None,Purchased,Negative,very bad experience.... wrong product delivered and continuously denied my return request
a82b0dd0-7671-46e7-b0b0-eaae1b29face,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,nice shopping app nice quality
9a3e4093-1a2f-4709-947f-e457fb437518,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,good quality
13209eeb-0f28-40f9-af79-f80c8326faa0,play_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,nice app with lots of discount. hope orders don't get cancelled.
5384be8d-ee1a-4c5a-bffa-f2a6ca10b2a4,play_store,1,Quality/Trust,Low,Quality doubts,Verified reviews with photos,Purchased,Negative,"the app with the worst customer support ever. ordered a product, got a defective one. applied for exchange, delivery guy never came, but app showed that the original product which was defective failed quality check. contact delivery guy button not working, Cust support sucks. every hr a new guy asks same questions, raises a complaint which never gets resolved. this is how myntra scams customers and dupes them of their money."
cd6c96eb-eae0-4b37-943d-ec76e2f945e9,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,nice quality
ba9b00a7-0217-4e2e-8a32-3d032c085c81,play_store,5,Other,Unknown,None,None,Unknown,Positive,nice place for shopping and good exchange policy
e583c566-d9dc-466d-8f68-71ad95a3933e,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,best quality products
8860f199-01d4-44b0-84a7-414d736e3a20,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,myntra always delivers good quality products... thank you myntra
203906ae-120d-4b0d-ab3e-9b93492ce618,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,quality wise product is to good
5ee1efe9-fb8c-4bf5-880d-5535e7093eac,play_store,1,Other,Low,None,None,Purchased,Negative,"Hi everyone this is a terrible platform. I ordered shoes from Myntra but the box contained something else, so I returned them immediately. Since then, there has been no follow-up and the return hasn't been processed. I found the service awful—there is no response and parcels are neither returned nor replaced. Please, do not order anything from here I’ve lost my money, and the return never happened. So, don't use this app"
98b2bf94-3ce9-4f60-b8a1-401892c5903b,play_store,5,Other,Unknown,None,None,Unknown,Positive,very nice app for shopping under budget
0836eacb-9803-4c62-b6d1-212bef2daf61,play_store,1,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Negative,cheap service
3e92eb42-79db-4033-8bed-3848dfb04b5f,play_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,online shopping with quality clothing products.
2e8d0bfd-64cc-4ca5-9731-f01fa7740124,play_store,1,Other,Unknown,None,None,Unknown,Negative,if a customer order through upi payment then myntra don't refund amount credit to account totally full scam myntra customer
892991b7-0c36-4f08-ab9b-334ad9ed53ed,play_store,4,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,it's a great app because here the quality of clothes is better than other apps and the latest trends are also here
14463428748,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Best shopping app in India
This is my go to online shopping app. Myntra 30 minutes is a life saver. Product quality is always great and the delivery time is great."
14441388161,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Trust worthy
I have using Myntra for years, and even when I have now moved abroad I order stuff from my family from here."
14440584005,app_store,5,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Unknown,Positive,"Great quality and good looking
This dress size and fit is perfect and the material quality is great too. Didn't cause an itch or rash"
14390274408,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Always best 👍🏼
Products, collections, quality, delivery and return best in all … amazing service. Best app for shopping."
14358255468,app_store,1,Other,Unknown,None,None,Purchased,Negative,"Wrong Products, Denied Returns, Poor Support
I had a very disappointing experience with Myntra customer support. They were unable to properly investigate or resolve my issue. I have faced problems with two different orders from the seller Livewear, where the wrong products were delivered. Despite this, my return requests were denied without a proper investigation.

Because of this, Myntra is making me bear a loss of nearly ₹6,000 for products that were not what I ordered. As a customer, I expected Myntra to trace the issue, verify the deliveries, and provide a fair resolution instead of simply rejecting the returns. Myntra should improve its customer support and ensure sellers are held accountable when they ship incorrect products."
14355232375,app_store,5,Other,Unknown,None,None,Purchased,Positive,"Nice Indian merchandise Shopping App
Nice Indian Merchandise Shopping App with highest availability of options if you like online purchase with good return options within a week"
14333578390,app_store,5,Core Wishlist/Save,Unknown,None,None,Unknown,Positive,"Very high quality and wonderful service
It’s our new favorite"
14313288521,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Platform of quality
Rich quality in every items"
14208231585,app_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,"Excellent product
Worth the price . Quality pattern and product as per shown"
14096475138,app_store,5,Core Wishlist/Save,Unknown,None,None,Unknown,Positive,"Always my favorite
All services are on time …"
14062730333,app_store,5,Comparison/Alternatives,Unknown,None,None,Unknown,Positive,"Best app for shopping
All time I get good customer care support and Thts the best thing compare to other app so I always order things from Myntra for best and trusted service ever 👍even the delivery service is best"
13925439999,app_store,1,Price/Timing,Unknown,Waiting for discount,Sale notifications,Purchased,Negative,"Not for NRI customers
Some NRI customers prefer to shop online and have orders delivered to an Indian address. However, Myntra only allows login with an Indian mobile number and doesn’t even offer an email login option, which limits our ability to make purchases. Platforms like FirstCry, on the other hand, support international numbers (such as US mobiles), making access much easier for overseas customers."
13923988278,app_store,1,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Unknown,Negative,"Horrible customer care service
I made a mistake for ordering a blanket from myntra. This blanket was a complete disaster! It said single bed size and it was as good as a towel. Then comes the worst part, the customer care executive who I’ve been chatting for hours. Not helpful at all, we reached a point where in I said just take the blanket and if you do not wish to refund that’s fine too. The person didn’t care and kept on asking for different pictures and stupid questions. Such a horrible horrible customer care service. .Congrats myntra you just lost a regular customer because you couldn’t train your executives enough."
13893467646,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Best app ever! 🥰
Myntra is a great app for fashion shopping with a wide range of trendy options. The interface is user-friendly, making browsing and ordering easy. Delivery is usually quick, and the quality matches expectations. I truly enjoy using this app and love the overall experience—it keeps me coming back to order again and again. Overall, a reliable and enjoyable shopping experience."
13884506505,app_store,5,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Unknown,Positive,"9/10 app
Good prices!! not higher or ripping us off !! 10/10 products & everything!!! I luv shopping on this app…makes it easier to shop by identifying my skin type, clothing size & fit, basics, etc. helps a lot!!!"
13836305353,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Bata Sandal for Women Review
The Bata Black Embellished Wedge Sandals are stylish and comfortable to wear. The wedge heel gives good support, so they can be worn for a long time without much discomfort. The black colour makes them easy to match with many outfits, whether casual or slightly formal.

The small embellishment on the strap adds a nice touch and makes the sandals look elegant. The quality of the sole feels strong and durable. Overall, these sandals are a good combination of comfort and style and are great for everyday use. ⭐"
13832692541,app_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,"Myntra is amazing
I love the products myntra has to offer and even the quality is amazing and delivery time is absolutely perfect. Plus even the return and exchange policies are too good."
13832366589,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Vibrant colors and soft fabric
Absolutely love this cotton saree! The fabric is soft, breathable, and very comfortable to wear for long hours. The colors are gorgeous, and the plain black blouse piece complements it perfectly. I even used it for a Halloween outfit and it looked fantastic!"
13787430245,app_store,5,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Unknown,Positive,"Quality product
Very nice fit. True to size. And the quality is superb. Overall the best product"
13717377819,app_store,1,Other,Low,None,None,Unknown,Negative,"Stop Rejecting * star reviews
This app purposely rejecting and not publishing genuine reviews which are not 5 stars *****. Any review with less than 5 star are outrageously rejected, which is not fair . Lot of products are not really worth buying and user/customer would never know until they experience it if myntra continue doing this. Just shame on you Myntra"
13688176260,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Great shopping experience
Easy to use app with a huge variety of styles. Quality is good, delivery is fast, and returns are hassle-free. Myntra is my go-to for fashion shopping!"
13597252853,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Great shopping experience
Easy to use app with good offers and fast delivery. Product quality is nice and returns/refunds are smooth. Overall very satisfied."
13561371334,app_store,5,Other,Unknown,None,None,Unknown,Positive,"The best!!!!!
Instead of searching on the other platforms, Simple just install Myntra for luxury and budget friendly!!!"
13548607116,app_store,5,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Unknown,Positive,"So awesome
I love Myntra I can filter for natural fabrics in my size really my size and not worry about stitching and the beautiful designs and variety of both western and Indian clothes is superb. So happy Myntra exists. App is well designed and easy to use as well"
13525855999,app_store,5,Other,Unknown,None,None,Unknown,Positive,"Wonderful online shopping site
I have started using Myntra about a month ago. I am truly happy with their service and their return policy. I opt for my returns to be credited to my Myntra account and it takes just a day after collection for the money to be credited. Haven’t had any cause to complain."
13378712294,app_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,"Better than others
Price is fine as quality"
13341639005,app_store,4,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Unknown,Positive,"Great profuct
I exchanged with size fit issue and found it new one with great fit, good arch support, there is space to improve about arch support thats why giving one star less, else good product"
